row_type,tokenizer,time_window,protein_subtype,comparison,n_sequences,mean_token_entropy_bits,mean_effective_vocab_size,mean_cpg_token_fraction,mean_upa_token_fraction,js_distance
js_distance,cds_codon,2020+,,NA-H1N1 vs HA-H3N2,,,,,,0.21170410331675052
js_distance,cds_codon,2020+,,NA-H1N1 vs NA-H3N2,,,,,,0.20226295988909804
js_distance,cds_codon,2020+,,HA-H3N2 vs NA-H3N2,,,,,,0.20859957682572353
js_mean_pairwise,cds_codon,2020+,,mean_pairwise_nonidentical,,,,,,0.21878939031619252
js_distance,cds_codon,pre-2009,,HA-H1N1 vs NA-H1N1,,,,,,0.2418278405557018
js_distance,cds_codon,pre-2009,,HA-H1N1 vs HA-H3N2,,,,,,0.19058053274577877
js_distance,cds_codon,pre-2009,,HA-H1N1 vs NA-H3N2,,,,,,0.204919185330565
js_distance,cds_codon,pre-2009,,NA-H1N1 vs HA-H3N2,,,,,,0.22864315682771247
js_distance,cds_codon,pre-2009,,NA-H1N1 vs NA-H3N2,,,,,,0.20491269101647305
js_distance,cds_codon,pre-2009,,HA-H3N2 vs NA-H3N2,,,,,,0.20953505557926982
js_mean_pairwise,cds_codon,pre-2009,,mean_pairwise_nonidentical,,,,,,0.21340307700925018
js_distance,cds_frame_k6,2009-2014,,HA-H1N1 vs NA-H1N1,,,,,,0.9304325473495567
js_distance,cds_frame_k6,2009-2014,,HA-H1N1 vs HA-H3N2,,,,,,0.9052440911394491
js_distance,cds_frame_k6,2009-2014,,HA-H1N1 vs NA-H3N2,,,,,,0.9129270924708595
js_distance,cds_frame_k6,2009-2014,,NA-H1N1 vs HA-H3N2,,,,,,0.907895242622464
js_distance,cds_frame_k6,2009-2014,,NA-H1N1 vs NA-H3N2,,,,,,0.9082389421968424
js_distance,cds_frame_k6,2009-2014,,HA-H3N2 vs NA-H3N2,,,,,,0.9397171194323027
js_mean_pairwise,cds_frame_k6,2009-2014,,mean_pairwise_nonidentical,,,,,,0.9174091725352458
js_distance,cds_frame_k6,2015-2019,,HA-H1N1 vs NA-H1N1,,,,,,0.9335226029939837
js_distance,cds_frame_k6,2015-2019,,HA-H1N1 vs HA-H3N2,,,,,,0.9073686844014246
js_distance,cds_frame_k6,2015-2019,,HA-H1N1 vs NA-H3N2,,,,,,0.910247980508416
js_distance,cds_frame_k6,2015-2019,,NA-H1N1 vs HA-H3N2,,,,,,0.910132480707766
js_distance,cds_frame_k6,2015-2019,,NA-H1N1 vs NA-H3N2,,,,,,0.9163680899330783
js_distance,cds_frame_k6,2015-2019,,HA-H3N2 vs NA-H3N2,,,,,,0.9372283653136625
js_mean_pairwise,cds_frame_k6,2015-2019,,mean_pairwise_nonidentical,,,,,,0.9191447006430552
js_distance,cds_frame_k6,2020+,,HA-H1N1 vs NA-H1N1,,,,,,0.9305683899474028
js_distance,cds_frame_k6,2020+,,HA-H1N1 vs HA-H3N2,,,,,,0.9025632277322392
js_distance,cds_frame_k6,2020+,,HA-H1N1 vs NA-H3N2,,,,,,0.9102517435923723
js_distance,cds_frame_k6,2020+,,NA-H1N1 vs HA-H3N2,,,,,,0.90879251100018
js_distance,cds_frame_k6,2020+,,NA-H1N1 vs NA-H3N2,,,,,,0.9205430608557744
